SCHOOL_DISTANCE,NEEDS_SCHOOL_BUS,CENSUS_REGION,HHFAMINC,HH_RACE,HH_HISP,MSASIZE,URBRUR
0.392,0,East North Central,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.392,0,East North Central,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.392,0,East North Central,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.597,1,West South Central,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
4.048,0,West South Central,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,East South Central,"$50,000 to $74,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,East South Central,"$50,000 to $74,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,South Atlantic,"$100,000 to $124,999",Black or African American,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,South Atlantic,"$100,000 to $124,999",Black or African American,No,"In an MSA of 250,000 - 499,999",Urban
6.161,0,South Atlantic,"$50,000 to $74,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.614,1,West South Central,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Urban
0.35,0,West South Central,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Urban
4.467,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
6.258,0,East North Central,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Rural
6.969,1,Middle Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
2.625,0,East North Central,"$200,000 or more",White,No,"In an MSA of 500,000 - 999,999",Rural
4.279,1,Middle Atlantic,"$200,000 or more",White,No,"In an MSA of 500,000 - 999,999",Urban
4.279,1,Middle Atlantic,"$200,000 or more",White,No,"In an MSA of 500,000 - 999,999",Urban
2.15,0,Middle Atlantic,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Rural
7.347,0,Middle Atlantic,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Rural
0.82,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.9355,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
1.947,0,Pacific,No data,White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.947,0,Pacific,No data,White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.395,0,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
5.513,0,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
5.513,0,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
8.359,0,West South Central,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
10.604,1,South Atlantic,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
5.374,1,West South Central,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.432,0,West South Central,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.951,0,South Atlantic,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Urban
12.481,0,South Atlantic,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Urban
12.481,0,South Atlantic,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Urban
1.689,0,Pacific,"$50,000 to $74,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.115,0,West South Central,"$125,000 to $149,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.075,0,Pacific,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Pacific,"Less than $10,000",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
3.467,0,South Atlantic,"$25,000 to $34,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,West North Central,"$200,000 or more",White,No,"In an MSA of 500,000 - 999,999",Rural
0.208,0,Pacific,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,West North Central,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,Middle Atlantic,"$100,000 to $124,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,Middle Atlantic,"$100,000 to $124,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,Middle Atlantic,"$100,000 to $124,999",White,No,"In an MSA of 500,000 - 999,999",Urban
6.573,1,Pacific,"$200,000 or more",Asian,No,In an MSA or CMSA of 3 million or more,Urban
1.062,0,Pacific,"$200,000 or more",Asian,No,In an MSA or CMSA of 3 million or more,Urban
7.737,0,South Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
7.737,0,South Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
1.504,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
9.215,0,West South Central,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
1.753,0,East North Central,"$200,000 or more",White,No,Not in MSA or CMSA,Rural
1.752,0,East North Central,"$200,000 or more",White,No,Not in MSA or CMSA,Rural
1.557,0,Middle Atlantic,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Urban
10.446,1,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Rural
2.625,1,South Atlantic,"$15,000 to $24,999",Other,Yes,"In an MSA of Less than 250,000",Urban
2.625,1,Middle Atlantic,No data,Other,Yes,In an MSA or CMSA of 3 million or more,Rural
2.625,0,West South Central,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
0.591,0,West South Central,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.591,0,West South Central,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.377,0,West South Central,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.981,1,South Atlantic,"$125,000 to $149,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.981,0,South Atlantic,"$125,000 to $149,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$15,000 to $24,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
6.237,0,East North Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
6.237,1,East North Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
6.237,0,East North Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
6.237,0,East North Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
1.498,1,Middle Atlantic,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
1.1425,1,Middle Atlantic,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
1.246,0,New England,"$200,000 or more",Asian,No,Not in MSA or CMSA,Urban
1.012,1,New England,"$200,000 or more",Asian,No,Not in MSA or CMSA,Urban
1.651,0,Middle Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
1.651,0,Middle Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
1.652,0,Middle Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,South Atlantic,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,0,South Atlantic,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
5.11,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.582,0,Mountain,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Urban
10.856,0,Mountain,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Pacific,"$35,000 to $49,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Urban
1.042,0,West South Central,"$125,000 to $149,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.042,0,West South Central,"$125,000 to $149,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
4.664,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,Middle Atlantic,"$15,000 to $24,999",White,No,"In an MSA of 500,000 - 999,999",Rural
5.258,1,South Atlantic,"$15,000 to $24,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.839,0,West South Central,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Rural
2.625,0,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
3.345,1,West South Central,"$75,000 to $99,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.448,0,West South Central,"$75,000 to $99,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
10.599,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Rural
1.109,0,Mountain,"$15,000 to $24,999",Other,Yes,Not in MSA or CMSA,Urban
1.109,0,Mountain,"$15,000 to $24,999",Other,Yes,Not in MSA or CMSA,Urban
2.625,0,East North Central,"$50,000 to $74,999",Other,No,"In an MSA of Less than 250,000",Urban
2.625,0,East North Central,"$50,000 to $74,999",Other,No,"In an MSA of Less than 250,000",Urban
2.29,1,South Atlantic,"$35,000 to $49,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
13.597,1,South Atlantic,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Urban
6.354,0,East North Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Rural
0.649,0,East North Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Rural
2.597,0,Pacific,"$150,000 to $199,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.597,0,Pacific,"$150,000 to $199,999",White,No,"In an MSA of 500,000 - 999,999",Urban
6.073,1,Middle Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
6.073,1,Middle Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
3.522,1,West South Central,"$50,000 to $74,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.957,0,Pacific,"$125,000 to $149,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.957,0,Pacific,"$125,000 to $149,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,New England,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Rural
5.9025,0,South Atlantic,"$10,000 to $14,999",Black or African American,No,Not in MSA or CMSA,Urban
4.911,0,South Atlantic,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Rural
4.911,0,South Atlantic,"$200,000 or more",White,No,"In an MSA of Less than 250,000",Rural
4.229,0,West South Central,"$100,000 to $124,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
3.004,0,West South Central,"$100,000 to $124,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,East North Central,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,East North Central,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
5.286,0,East North Central,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Urban
1.182,0,East North Central,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Pacific,"$200,000 or more",White,No,"In an MSA of 250,000 - 499,999",Urban
1.554,0,West South Central,"$15,000 to $24,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
1.671,1,West South Central,"$15,000 to $24,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,New England,"$15,000 to $24,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,Middle Atlantic,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.604,0,South Atlantic,"$25,000 to $34,999",White,No,"In an MSA of 500,000 - 999,999",Urban
4.272,0,Pacific,"$200,000 or more",White,No,Not in MSA or CMSA,Rural
4.006,0,Pacific,"$200,000 or more",White,No,Not in MSA or CMSA,Rural
2.625,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
3.939,0,West South Central,"$150,000 to $199,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
3.344,1,West South Central,"$150,000 to $199,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.155,1,West South Central,"$150,000 to $199,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$125,000 to $149,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Pacific,"$125,000 to $149,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,1,New England,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
2.625,1,New England,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Middle Atlantic,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Middle Atlantic,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Middle Atlantic,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
6.316,0,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
6.316,0,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
0.675,0,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
0.834,1,West South Central,"Less than $10,000",White,Yes,In an MSA or CMSA of 3 million or more,Urban
0.546,0,South Atlantic,"$150,000 to $199,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
1.72,0,South Atlantic,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.72,0,South Atlantic,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
6.585,0,South Atlantic,"$15,000 to $24,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
6.576,0,South Atlantic,"$15,000 to $24,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
3.488,1,South Atlantic,"$15,000 to $24,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
0.603,0,South Atlantic,"$15,000 to $24,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
0.603,0,South Atlantic,"$15,000 to $24,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
0.603,0,South Atlantic,"$15,000 to $24,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
5.446,1,West North Central,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Rural
5.446,1,West North Central,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Rural
1.751,1,Middle Atlantic,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Urban
2.031,1,West South Central,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
10.923,1,South Atlantic,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
10.923,1,South Atlantic,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
3.151,0,West South Central,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Urban
3.158,0,West South Central,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.561,1,Middle Atlantic,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Urban
9.874,0,East North Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
3.462,0,East North Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
4.301,1,South Atlantic,"$10,000 to $14,999",Black or African American,No,"In an MSA of Less than 250,000",Urban
2.625,0,West South Central,"$125,000 to $149,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
6.909,0,West South Central,"$125,000 to $149,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
4.436,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.419,0,West South Central,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
5.151,0,West South Central,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.307,1,Pacific,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
8.004,0,East North Central,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.383,1,East North Central,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.254,0,East North Central,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.514,0,South Atlantic,No data,White,No,"In an MSA of 250,000 - 499,999",Urban
3.718,1,South Atlantic,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
3.04,0,South Atlantic,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"Less than $10,000",White,Yes,In an MSA or CMSA of 3 million or more,Urban
1.862,0,Middle Atlantic,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Rural
1.862,0,Middle Atlantic,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Rural
1.862,0,Middle Atlantic,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Rural
1.862,0,Middle Atlantic,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Rural
7.331,1,South Atlantic,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Urban
3.734,0,South Atlantic,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,East North Central,"$125,000 to $149,999",White,No,Not in MSA or CMSA,Urban
2.625,0,East North Central,"$125,000 to $149,999",White,No,Not in MSA or CMSA,Urban
1.292,1,Middle Atlantic,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.725,0,Middle Atlantic,"$100,000 to $124,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
1.092,0,Middle Atlantic,"$100,000 to $124,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
11.848,1,West South Central,"$75,000 to $99,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
34.965,0,South Atlantic,"$150,000 to $199,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
